id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
FT_other_macro_01-02-2012 12 00	positive	has_low_pos_target	The pound rose 0.3 per cent against the dollar to $ 1.5753 and nearly 1 per cent against the euro to EUR1.2063 .	rose 0.3 per cent against the dollar to $ 1.5753 and nearly 1 per cent against the euro to EUR1.2063	The pound rose 0.3 per cent against the dollar to $ 1.5753 and nearly 1 per cent against the euro to EUR1.2063	(2, 21)	(0, 21)	[(0, 1)]	train
FT_other_macro_01-02-2012 14 00	positive	has_low_pos_target	The yen rose to a fresh post-intervention high against the dollar , prompting Jun Azumi , Japanese finance minister , to warn that Tokyo was ready to intervene again in the currency if necessary .	rose to a fresh post-intervention high against the dollar	The yen rose to a fresh post-intervention high against the dollar	(2, 10)	(0, 10)	[(0, 1)]	train
FT_other_macro_01-02-2012 14 01	neutral	has_medium_other_target	The yen rose to a fresh post-intervention high against the dollar , prompting Jun Azumi , Japanese finance minister , to warn that Tokyo was ready to intervene again in the currency if necessary .	was ready to intervene again in the currency if necessary	was ready to intervene again in the currency if necessary	(24, 33)	(24, 33)	[(30, 31)]	train
FT_other_macro_01-02-2012 15 00	negative	has_low_neg_target	The Bank of Japan last stepped in to weaken the yen on October 31 when the dollar hit Y75.55 .	last stepped in to weaken the yen on October 31 when the dollar hit Y75.55	last stepped in to weaken the yen on October 31 when the dollar hit Y75.55	(4, 18)	(4, 18)	[(9, 10)]	train
FT_other_macro_01-02-2012 16 00	negative	has_low_neg_target	The dollar reached a low of Y76.13 yesterday but later reversed losses .	reached a low of Y76.13 yesterday	The dollar reached a low of Y76.13 yesterday	(2, 7)	(0, 7)	[(0, 1)]	train
FT_other_macro_01-02-2012 16 01	positive	has_medium_pos_target	The dollar reached a low of Y76.13 yesterday but later reversed losses .	but later reversed losses	The dollar reached a low of Y76.13 yesterday but later reversed losses	(8, 11)	(0, 11)	[(0, 1)]	train
FT_other_macro_01-02-2012 17 00	neutral	has_target_with_unknown_polarity	The yen was nearly flat against the dollar at the close of New York trading at Y76.24 .	was nearly flat against the dollar at the close of New York trading at Y76.24	The yen was nearly flat against the dollar at the close of New York trading at Y76.24	(2, 16)	(0, 16)	[(0, 1)]	train
FT_other_macro_01-02-2012 19 00	negative	has_low_neg_target	The euro continued to lose ground against the Swiss franc , with traders remaining on high alert for any fresh intervention from the Swiss National Bank to weaken the franc .	continued to lose ground against	The euro continued to lose ground against	(2, 6)	(0, 6)	[(0, 1)]	train
FT_other_macro_01-02-2012 19 01	positive	has_low_pos_target	The euro continued to lose ground against the Swiss franc , with traders remaining on high alert for any fresh intervention from the Swiss National Bank to weaken the franc .	continued to lose ground against	The euro continued to lose ground against the Swiss franc	(2, 6)	(0, 9)	[(7, 9)]	train
FT_other_macro_01-02-2012 19 02	neutral	has_high_other_target	The euro continued to lose ground against the Swiss franc , with traders remaining on high alert for any fresh intervention from the Swiss National Bank to weaken the franc .	remaining on high alert for	remaining on high alert for any fresh intervention from the Swiss National Bank to weaken the franc	(13, 17)	(13, 29)	[(18, 29)]	train
FT_other_macro_01-02-2012 19 03	negative	has_low_neg_target	The euro continued to lose ground against the Swiss franc , with traders remaining on high alert for any fresh intervention from the Swiss National Bank to weaken the franc .	to weaken	to weaken the franc	(26, 27)	(26, 29)	[(28, 29)]	train
FT_other_macro_01-02-2012 20 00	negative	has_low_neg_target	The euro lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September .	lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September	The euro lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September	(2, 19)	(0, 19)	[(0, 1)]	train
FT_other_macro_01-02-2012 20 01	positive	has_low_pos_target	The euro lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September .	lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September	The euro lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September	(2, 19)	(0, 19)	[(7, 8)]	train
FT_other_macro_01-02-2012 20 02	negative	has_high_neg_target	The euro lost 0.1 per cent against the franc to a low of SFr1.2030 , its lowest level since mid-September .	lowest	lowest level	(16, 16)	(16, 17)	[(17, 17)]	train
FT_other_macro_01-05-2012 00 00	negative	has_medium_neg_target	Spanish concerns sour the mood in Europe	sour	sour the mood in Europe	(2, 2)	(2, 6)	[(3, 6)]	train
FT_other_macro_01-05-2012 02 00	negative	has_low_neg_target	Euro loses ground to dollar and yen	loses ground to dollar and	Euro loses ground to dollar and	(1, 5)	(0, 5)	[(0, 0)]	train
FT_other_macro_01-05-2012 02 01	positive	has_low_pos_target	Euro loses ground to dollar and yen	loses ground to dollar and	Euro loses ground to dollar and yen	(1, 5)	(0, 6)	[(4, 4), (6, 6)]	train
FT_other_macro_01-05-2012 04 00	negative	has_low_neg_target	Commodities come under pressure	come under pressure	Commodities come under pressure	(1, 3)	(0, 3)	[(0, 0)]	train
FT_other_macro_01-05-2012 07 00	negative	has_low_neg_target	Global markets ended the month on a cautious note as investors braced themselves for a big week of economic data releases and risk events , culminating in Friday 's US employment report , and digested further worrying newsflow from the eurozone .	ended the month on a cautious note	Global markets ended the month on a cautious note	(2, 8)	(0, 8)	[(0, 1)]	train
FT_other_macro_01-05-2012 07 01	negative	has_low_neg_target	Global markets ended the month on a cautious note as investors braced themselves for a big week of economic data releases and risk events , culminating in Friday 's US employment report , and digested further worrying newsflow from the eurozone .	braced themselves for	braced themselves for a big week of economic data releases and risk events , culminating in Friday 's US employment report	(11, 13)	(11, 31)	[(14, 31)]	train
FT_other_macro_01-05-2012 07 02	negative	has_low_neg_target	Global markets ended the month on a cautious note as investors braced themselves for a big week of economic data releases and risk events , culminating in Friday 's US employment report , and digested further worrying newsflow from the eurozone .	digested	digested further worrying newsflow from the eurozone	(34, 34)	(34, 40)	[(35, 40)]	train
FT_other_macro_01-05-2012 07 03	negative	has_medium_neg_target	Global markets ended the month on a cautious note as investors braced themselves for a big week of economic data releases and risk events , culminating in Friday 's US employment report , and digested further worrying newsflow from the eurozone .	further worrying newsflow from	further worrying newsflow from the eurozone	(35, 38)	(35, 40)	[(39, 40)]	train
FT_other_macro_01-05-2012 09 00	negative	has_medium_neg_target	"Spain remained at the heart of European concerns as the country 's first-quarter "" flash "" GDP release confirmed it had fallen back into recession at the start of the year ."	remained at the heart of European concerns	Spain remained at the heart of European concerns	(1, 7)	(0, 7)	[(0, 0)]	train
FT_other_macro_01-05-2012 09 01	negative	has_medium_neg_target	"Spain remained at the heart of European concerns as the country 's first-quarter "" flash "" GDP release confirmed it had fallen back into recession at the start of the year ."	had fallen back into recession at the start of the year	it had fallen back into recession at the start of the year	(20, 30)	(19, 30)	[(19, 19)]	train
FT_other_macro_01-05-2012 10 00	negative	has_medium_neg_target	The mood was further soured by downgrades to a number of Spanish banks by Standard & Poor 's - just days after the agency lowered the country 's sovereign rating by two notches .	was further soured by	The mood was further soured by	(2, 5)	(0, 5)	[(0, 1)]	train
FT_other_macro_01-05-2012 10 01	negative	has_medium_neg_target	The mood was further soured by downgrades to a number of Spanish banks by Standard & Poor 's - just days after the agency lowered the country 's sovereign rating by two notches .	downgrades to	downgrades to a number of Spanish banks	(6, 7)	(6, 12)	[(8, 12)]	train
FT_other_macro_01-05-2012 10 02	negative	has_medium_neg_target	The mood was further soured by downgrades to a number of Spanish banks by Standard & Poor 's - just days after the agency lowered the country 's sovereign rating by two notches .	lowered the country 's sovereign rating by two notches	lowered the country 's sovereign rating by two notches	(24, 32)	(24, 32)	[(25, 29)]	train
FT_other_macro_01-05-2012 12 00	negative	has_medium_neg_target	""" With the bleak economic outlook and the ongoing slump in real estate , the Spanish banking sector may need more capital than currently is foreseen , "" said Martin van Vliet at ING ."	the bleak	the bleak economic outlook	(2, 3)	(2, 5)	[(4, 5)]	train
FT_other_macro_01-05-2012 12 01	negative	has_medium_neg_target	""" With the bleak economic outlook and the ongoing slump in real estate , the Spanish banking sector may need more capital than currently is foreseen , "" said Martin van Vliet at ING ."	the ongoing slump in	the ongoing slump in real estate	(7, 10)	(7, 12)	[(11, 12)]	train
FT_other_macro_01-05-2012 12 02	negative	has_low_neg_target	""" With the bleak economic outlook and the ongoing slump in real estate , the Spanish banking sector may need more capital than currently is foreseen , "" said Martin van Vliet at ING ."	may need more capital than currently is foreseen	the Spanish banking sector may need more capital than currently is foreseen	(18, 25)	(14, 25)	[(14, 17)]	train
FT_other_macro_01-05-2012 14 00	positive	has_medium_pos_target	""" While we see the ' bad bank ' scheme currently being contemplated by the Spanish government as a positive step towards more clarity , it is unlikely to improve the banking sector 's capital position unless accompanied by capital injections . """	currently being contemplated	the ' bad bank ' scheme currently being contemplated	(10, 12)	(4, 12)	[(4, 9)]	train
FT_other_macro_01-05-2012 14 01	positive	has_medium_pos_target	""" While we see the ' bad bank ' scheme currently being contemplated by the Spanish government as a positive step towards more clarity , it is unlikely to improve the banking sector 's capital position unless accompanied by capital injections . """	as a positive step towards more clarity	the ' bad bank ' scheme currently being contemplated by the Spanish government as a positive step towards more clarity	(17, 23)	(4, 23)	[(4, 16)]	train
FT_other_macro_01-05-2012 14 02	positive	has_low_pos_target	""" While we see the ' bad bank ' scheme currently being contemplated by the Spanish government as a positive step towards more clarity , it is unlikely to improve the banking sector 's capital position unless accompanied by capital injections . """	is unlikely to improve the banking sector 's capital position unless accompanied by capital injections	is unlikely to improve the banking sector 's capital position unless accompanied by capital injections	(26, 40)	(26, 40)	[(30, 35)]	train
